id,type,a,b,c,d,e
1775,axial,4,4,2,3,1
1776,axial,6,6,4,2,-
1777,axial,7,1,-1,1,-
1778,axial,3,6,2,9,-
1779,axial,1,-,-,-,-
1780,axial,5,6,5,9,-
1781,axial,1,-,-,-,-
1782,axial,-2,9,-,-,-
1783,smd,151,-,-,-,-
1784,axial,1,5,0,2,-
1785,axial,6,0,4,1,1
1786,axial,3,4,3,1,-
1787,axial,9,5,7,2,-
1788,axial,5,2,3,0,1
1789,axial,2,5,5,2,1
1790,smd,3743,-,-,-,-
1791,axial,1,0,4,9,-
1792,smd,391,-,-,-,-
1793,axial,6,2,1,-,-
1794,axial,6,1,0,1,-
1795,axial,1,1,1,1,-
1796,axial,9,2,2,6,-
1797,axial,2,0,0,-1,2
1798,axial,7,7,8,-1,-
1799,axial,-2,-,-,-,-
1800,axial,9,1,1,9,9
1801,smd,045,-,-,-,-
1802,axial,8,5,5,8,-
1803,axial,4,3,2,2,2
1804,smd,48R7,-,-,-,-
1805,axial,1,-,-,-,-
1806,smd,7324,-,-,-,-
1807,axial,2,0,5,4,-
1808,axial,1,9,-2,1,-
1809,axial,8,2,2,3,-
1810,axial,1,0,5,4,2
1811,smd,2610,-,-,-,-
1812,axial,9,1,3,-1,-
1813,smd,473,-,-,-,-
1814,smd,472,-,-,-,-
1815,axial,5,5,9,8,9
1816,axial,7,5,4,9,-
1817,axial,8,-,-,-,-
1818,axial,3,0,2,9,-
1819,axial,1,7,4,0,1
1820,axial,1,4,0,3,2
1821,axial,-2,1,9,1,-
1822,axial,1,1,0,1,-
1823,axial,3,0,0,4,2
1824,axial,1,4,7,4,1
1825,axial,2,0,2,2,-
1826,axial,3,6,5,2,2
1827,smd,271,-,-,-,-
1828,axial,1,0,8,-1,-
1829,axial,2,5,5,-1,4
1830,axial,4,0,2,4,2
1831,axial,7,5,0,0,1
1832,axial,7,6,4,2,-
1833,axial,1,3,1,1,-
1834,smd,753,-,-,-,-
1835,axial,3,5,4,9,-
1836,smd,392,-,-,-,-
1837,axial,1,5,1,1,-
1838,axial,2,0,3,9,-
1839,axial,4,0,0,2,-
1840,axial,2,8,0,3,-
1841,smd,-,-,-,-,-
1842,axial,6,4,-1,8,-
1843,axial,1,0,4,2,-
1844,axial,4,7,0,4,2
1845,axial,4,2,2,4,2
1846,axial,0,0,2,2,-
1847,axial,3,0,1,9,-
1848,axial,1,3,4,4,-
1849,axial,3,0,4,4,-
1850,axial,1,1,4,8,-
1851,axial,4,8,9,8,8
1852,axial,2,0,0,9,-
1853,axial,1,7,0,2,-
1854,axial,-2,2,9,1,9
1855,axial,1,6,6,1,-
1856,axial,2,2,2,1,-
1857,axial,2,2,1,-,-
1858,smd,363,-,-,-,-
1859,axial,5,3,6,4,2
1860,axial,3,3,3,9,-
1861,axial,8,1,1,-2,9
1862,axial,1,3,4,4,-
1863,axial,7,6,-1,4,-
1864,axial,9,1,1,-1,-
1865,axial,1,6,0,-1,-
1866,axial,7,2,1,8,-
1867,axial,7,6,7,6,5
1868,axial,2,0,0,1,5
1869,axial,1,2,0,6,1
1870,axial,1,1,0,-1,1
1871,axial,1,6,0,1,1
1872,axial,1,7,0,-1,-
1873,axial,4,7,0,4,2
1874,axial,4,6,4,3,2
1875,axial,3,3,9,4,-
1876,axial,2,7,3,1,-
1877,smd,755,-,-,-,-
1878,axial,6,8,9,8,9
1879,axial,1,5,5,4,-
1880,axial,2,2,0,-,-
1881,axial,4,4,1,5,-
1882,axial,2,0,0,4,1
1883,axial,3,9,9,-2,1
1884,axial,9,-,-,-,-
1885,axial,2,0,3,9,-
1886,axial,-1,1,2,0,1
1887,axial,4,7,5,4,2
1888,axial,1,2,2,1,-
1889,axial,3,0,1,4,-
1890,axial,6,1,2,1,-
1891,axial,3,6,4,9,-
1892,smd,2874,-,-,-,-
1893,axial,2,8,0,8,1
1894,axial,1,8,2,4,-
1895,axial,1,7,7,1,-
1896,axial,4,3,3,3,-
1897,axial,1,5,4,1,2
1898,axial,1,6,1,8,-
1899,axial,1,2,3,-2,-
1900,axial,2,5,5,2,2
1901,axial,9,3,0,1,-
1902,axial,6,2,5,9,-
1903,axial,1,1,1,2,-
1904,axial,5,1,5,8,-
1905,axial,2,4,3,-2,-
1906,axial,8,1,2,1,4
1907,axial,1,1,1,2,-
1908,smd,3603,-,-,-,-
1909,axial,3,3,0,2,2
1910,axial,4,2,0,1,-
1911,axial,1,5,5,4,-
1912,axial,1,6,4,1,-
1913,axial,1,1,3,-1,-
1914,smd,113,-,-,-,-
1915,axial,5,1,5,9,-
1916,axial,2,1,0,1,1
1917,axial,1,-,-,-,-
1918,axial,1,0,1,-2,-
1919,axial,5,1,1,9,-
1920,axial,6,0,4,3,1
1921,axial,5,0,1,8,-
1922,axial,5,0,1,1,-
1923,smd,5233,-,-,-,-
1924,axial,7,6,4,2,-
1925,axial,4,7,3,4,-
1926,axial,2,2,2,9,-
1927,smd,242,-,-,-,-
1928,smd,6419,-,-,-,-
1929,smd,222,-,-,-,-
1930,smd,1964,-,-,-,-
1931,smd,113,-,-,-,-
1932,axial,5,6,2,4,-
1933,axial,1,2,4,9,-
1934,axial,1,-,-,-,-
1935,axial,2,1,1,1,-
1936,smd,2320,-,-,-,-
1937,axial,9,1,2,8,9
1938,axial,8,8,9,0,2
1939,smd,111,-,-,-,-
1940,axial,8,8,-,-,-
1941,axial,8,9,1,1,-
1942,axial,3,3,9,-2,9
1943,smd,8453,-,-,-,-
1944,axial,7,5,2,4,-
1945,axial,1,2,5,6,6
1946,axial,3,9,0,8,-2
1947,axial,4,7,2,4,-
1948,axial,1,1,1,1,-
1949,axial,9,4,2,6,-
1950,axial,4,6,4,0,2
1951,axial,1,0,2,9,-
1952,axial,4,8,2,2,-
1953,axial,2,4,5,-1,-
1954,axial,5,4,0,2,-
1955,axial,1,3,2,9,-
1956,axial,4,2,2,1,1
1957,axial,1,1,3,2,-
1958,axial,2,6,2,1,-
1959,axial,2,7,0,-2,-
1960,axial,3,7,4,4,1
1961,smd,304,-,-,-,-
1962,axial,1,2,4,4,1
1963,axial,1,7,0,-1,-
1964,axial,1,2,2,0,4
1965,smd,2200,-,-,-,-
1966,axial,8,8,8,-2,-
1967,axial,8,1,-2,8,-
1968,axial,1,4,7,0,2
1969,axial,1,3,7,-1,2
1970,axial,4,3,3,9,-
1971,smd,-,-,-,-,-
1972,axial,1,3,-2,4,-
1973,smd,20R5,-,-,-,-
1974,axial,4,7,0,0,2
1975,axial,1,3,9,4,-
1976,axial,2,2,3,-2,-
1977,axial,5,6,1,9,-
1978,axial,1,1,4,0,2
1979,axial,1,0,1,9,-
1980,smd,2554,-,-,-,-
1981,axial,3,3,3,-1,-
1982,axial,2,7,4,4,2
1983,axial,1,7,-1,2,-
1984,smd,5362,-,-,-,-
1985,axial,4,7,4,2,-
1986,axial,2,2,0,1,2
1987,smd,204,-,-,-,-
1988,axial,2,2,1,3,1
1989,axial,1,8,0,8,9
1990,axial,1,7,3,4,1
1991,axial,1,7,4,4,1
1992,axial,6,0,4,1,2
1993,axial,7,-2,8,-2,2
1994,axial,2,0,7,1,-
1995,axial,2,0,3,9,-
1996,axial,0,7,7,1,-
1997,axial,1,1,1,2,-
1998,axial,1,-,-,-,-
1999,smd,68R1,-,-,-,-
2000,smd,1961,-,-,-,-
2001,axial,6,2,2,4,-
2002,axial,4,5,6,5,-
2003,axial,3,7,4,3,1
2004,axial,9,1,3,4,-
2005,axial,5,5,-2,-1,-
2006,axial,9,2,3,1,-
2007,smd,124,-,-,-,-
2008,axial,1,1,3,9,-
2009,axial,9,4,4,2,-
2010,axial,1,1,5,-1,-
2011,axial,7,7,4,2,-
2012,smd,-,-,-,-,-
2013,axial,1,1,1,2,-
2014,axial,3,0,0,2,-
2015,smd,4702,-,-,-,-
2016,axial,6,0,4,0,2
2017,axial,7,5,-1,4,-
2018,axial,1,1,4,-2,-
2019,smd,3162,-,-,-,-
2020,smd,4910,-,-,-,-
2021,axial,3,4,4,1,-
2022,axial,4,7,5,1,2
2023,axial,7,1,2,0,1
2024,axial,7,7,9,4,-
2025,axial,2,2,0,4,2
2026,axial,8,8,0,-2,1
2027,axial,5,9,2,1,-
2028,smd,2201,-,-,-,-
2029,axial,1,3,5,1,-
2030,axial,1,0,0,8,-
2031,axial,4,7,5,9,-
2032,axial,3,1,2,1,-
2033,axial,5,6,4,-1,-
2034,axial,3,6,4,9,-
2035,axial,1,8,8,-2,2
2036,smd,1152,-,-,-,-
2037,axial,1,2,1,6,7
2038,axial,3,1,-1,2,-
2039,axial,2,4,3,0,2
2040,axial,1,0,4,-1,-
2041,axial,2,2,4,4,-
2042,axial,5,7,6,4,2
2043,axial,5,0,0,2,-
2044,axial,1,4,5,6,3
2045,axial,7,5,0,4,-
2046,axial,3,0,5,9,-
2047,axial,8,8,-,-,-
2048,axial,9,9,6,8,6
2049,axial,1,0,3,9,-
2050,axial,8,4,8,9,-
2051,axial,4,4,-1,9,-
2052,axial,2,0,0,1,-
2053,axial,1,6,3,4,-
2054,smd,164,-,-,-,-
2055,axial,3,3,3,-,-
2056,axial,6,9,9,-2,1
2057,axial,8,-1,7,-,-
2058,axial,1,3,7,4,1
2059,axial,4,4,2,-1,1
2060,axial,2,2,5,8,-
2061,axial,1,5,2,1,-
2062,axial,1,-,-,-,-
2063,axial,2,4,0,-,-
2064,axial,1,2,0,0,1
2065,axial,3,4,3,4,4
2066,axial,1,-2,2,-1,-
2067,axial,4,7,5,4,2
2068,axial,1,5,4,-1,-
2069,axial,2,1,7,2,-
2070,axial,1,3,0,4,-
2071,axial,1,1,5,-1,-
2072,smd,430,-,-,-,-
2073,axial,4,9,3,3,-
2074,axial,1,0,2,2,2
2075,axial,1,1,-1,1,-
2076,axial,8,-,-,-,-
2077,axial,9,-2,8,0,1
2078,axial,1,4,7,0,2
2079,axial,7,1,5,0,1
2080,axial,2,4,5,9,-
2081,axial,1,0,3,9,-
2082,axial,-2,1,5,-1,-
2083,smd,4420,-,-,-,-
2084,axial,1,4,1,0,2
2085,axial,1,2,1,7,7
2086,axial,5,1,4,-,-
2087,axial,2,4,3,1,-
2088,axial,-2,8,-,-,-
2089,axial,-2,1,8,-2,5
2090,axial,9,1,5,4,-
2091,axial,2,6,7,1,2
2092,smd,5230,-,-,-,-
2093,axial,5,1,-1,-1,-
2094,axial,1,5,4,3,1
2095,smd,3091,-,-,-,-
2096,axial,7,5,2,8,-
2097,axial,4,3,6,1,-
2098,smd,9145,-,-,-,-
2099,axial,7,7,-2,2,-
2100,axial,8,8,8,2,4
2101,axial,4,3,1,9,-
2102,axial,1,6,4,1,-
2103,axial,1,0,5,4,3
2104,axial,1,0,4,9,-
2105,axial,3,6,4,4,-
2106,axial,1,1,5,0,2
2107,axial,1,2,2,4,-
2108,axial,1,0,7,0,1
2109,axial,1,1,1,1,-
2110,axial,2,4,5,8,-
2111,axial,-2,-,-,-,-
2112,smd,1372,-,-,-,-
2113,axial,6,0,0,1,-
2114,axial,1,3,2,4,-
2115,smd,625,-,-,-,-
2116,smd,43R2,-,-,-,-
2117,axial,7,7,9,2,-
2118,axial,8,2,4,9,-
2119,axial,7,2,9,-,-
2120,axial,8,9,0,8,6
2121,axial,1,1,2,1,-
2122,axial,4,7,3,-2,-
2123,smd,16R2,-,-,-,-
2124,axial,4,4,1,1,-
2125,smd,914,-,-,-,-
2126,smd,3401,-,-,-,-
2127,axial,7,2,-1,-,-
2128,axial,2,7,5,9,-
2129,smd,242,-,-,-,-
2130,axial,3,9,3,-1,-
2131,axial,8,8,-2,1,-2
2132,axial,1,2,4,9,-
2133,axial,3,4,4,6,1
2134,axial,1,7,0,1,-
2135,axial,7,0,1,9,-
2136,axial,1,7,3,2,-
2137,axial,1,2,1,4,1
2138,axial,8,2,2,-2,-2
2139,axial,4,1,1,1,-
2140,axial,0,1,3,2,-
2141,axial,9,1,6,1,-
2142,axial,2,9,-2,8,1
2143,axial,1,5,0,-2,-
2144,axial,9,3,3,4,-
2145,smd,305,-,-,-,-
2146,axial,3,6,1,-1,-
2147,axial,2,7,3,4,-
2148,axial,4,1,1,1,-
2149,smd,17R8,-,-,-,-
2150,axial,7,5,5,-,-
2151,axial,2,4,2,1,-
2152,axial,1,1,5,9,-
2153,axial,7,4,1,1,-
2154,axial,3,3,-2,8,8
2155,axial,1,1,4,-1,-
2156,axial,1,0,0,2,2
2157,smd,1421,-,-,-,-
2158,axial,2,4,3,0,1
2159,axial,1,1,1,2,-
2160,axial,7,6,0,1,-
2161,axial,6,0,4,1,-
2162,axial,2,2,-2,2,-
2163,axial,5,5,-2,4,-
2164,axial,1,5,4,-2,-
2165,axial,6,-2,2,8,-2
2166,smd,3163,-,-,-,-
2167,axial,1,7,4,1,1
2168,axial,2,7,1,8,-
2169,axial,6,2,1,-,-
2170,axial,3,4,3,1,-
2171,axial,6,2,2,9,-
2172,smd,514,-,-,-,-
2173,smd,1913,-,-,-,-
2174,smd,2322,-,-,-,-
2175,axial,1,5,7,3,1
2176,axial,4,2,2,1,2
2177,axial,4,1,0,1,-
2178,axial,0,9,4,2,-
2179,smd,181,-,-,-,-
2180,axial,7,7,-2,4,-
2181,axial,3,3,3,4,-
2182,axial,5,6,2,1,2
2183,axial,2,4,5,4,-
2184,axial,8,-,-,-,-
2185,smd,-,-,-,-,-
2186,smd,1911,-,-,-,-
2187,smd,8485,-,-,-,-
2188,axial,2,4,3,4,1
2189,axial,6,2,3,8,-
2190,axial,4,4,-2,4,-
2191,smd,620,-,-,-,-
2192,smd,-,-,-,-,-
2193,axial,1,6,3,4,-
2194,smd,242,-,-,-,-
2195,axial,4,0,2,4,2
2196,axial,1,2,4,4,-
2197,axial,5,2,1,4,2
2198,smd,858,-,-,-,-
2199,axial,3,6,2,-1,1
2200,smd,564,-,-,-,-
2201,smd,125,-,-,-,-
2202,axial,3,0,0,1,-
2203,axial,0,9,0,1,-
2204,axial,6,-2,8,9,9
2205,axial,3,0,4,4,-
2206,axial,-2,-,-,-,-
2207,axial,4,4,8,6,-
2208,smd,6340,-,-,-,-
2209,axial,4,7,5,8,-
2210,axial,9,1,3,3,-
2211,axial,2,2,1,-1,-
2212,axial,1,5,5,-1,-
2213,smd,2100,-,-,-,-
2214,axial,5,6,0,4,2
2215,smd,47R0,-,-,-,-
2216,axial,1,8,8,-2,1
2217,axial,4,7,3,4,-
2218,axial,5,1,2,-1,-
2219,axial,3,0,1,0,2
2220,axial,8,2,1,4,-
2221,smd,275,-,-,-,-
2222,axial,2,4,2,-2,-
2223,axial,2,6,6,1,-
2224,axial,1,0,5,8,-
2225,axial,3,0,0,0,1
2226,smd,4913,-,-,-,-
2227,axial,2,4,2,4,-
2228,axial,1,1,0,1,-
2229,axial,2,4,0,3,3
2230,axial,6,2,1,4,-
2231,axial,2,-2,8,8,8
2232,axial,4,0,-1,-,-
2233,axial,5,6,4,4,-
2234,axial,2,2,0,1,-
2235,axial,2,0,0,2,-
2236,axial,1,5,1,4,-
2237,axial,6,2,4,9,-
2238,axial,1,3,4,4,-
2239,axial,4,7,2,4,-
2240,axial,2,5,5,2,2
2241,axial,2,7,4,-2,-
2242,axial,8,2,4,8,9
2243,axial,6,3,8,-1,-
2244,axial,4,7,5,9,-
2245,axial,4,3,2,4,-
2246,axial,1,-,-,-,-
2247,axial,9,1,2,3,-
2248,axial,0,7,7,1,-
2249,axial,6,1,4,1,-
2250,smd,4423,-,-,-,-
2251,axial,2,0,3,9,-
2252,smd,132,-,-,-,-
2253,axial,7,2,1,8,-
2254,axial,-2,-,-,-,-
2255,axial,2,0,3,-1,-
2256,axial,5,7,7,4,1
2257,axial,1,1,1,1,-
2258,axial,2,0,6,0,-
2259,axial,2,3,4,-,-
2260,axial,2,4,1,2,-
2261,axial,3,3,-2,4,-
2262,axial,1,-1,1,1,5
2263,axial,1,2,7,3,2
2264,axial,6,4,-1,2,-
2265,smd,708,-,-,-,-
2266,axial,-2,1,2,0,-
2267,axial,3,3,9,4,-
2268,axial,5,1,2,-1,-
2269,axial,9,1,4,8,9
2270,axial,1,3,2,1,-
2271,smd,1878,-,-,-,-
2272,axial,1,1,4,1,-
2273,axial,1,9,1,-,-
2274,axial,7,5,4,4,-
2275,axial,4,4,-2,-2,9
2276,axial,2,7,1,4,-
2277,axial,1,0,7,4,1
2278,smd,150,-,-,-,-
2279,axial,6,6,6,2,-
2280,axial,2,4,1,2,-
2281,axial,6,8,9,8,8
2282,axial,2,2,0,-1,-
2283,axial,2,2,4,4,-
2284,axial,5,4,4,1,-
2285,smd,4224,-,-,-,-
2286,axial,1,1,4,8,-
2287,axial,1,0,1,-,-
2288,axial,1,-,-,-,-
2289,axial,2,6,1,2,2
2290,axial,2,4,4,-1,-
2291,smd,0818,-,-,-,-
2292,axial,2,4,1,-1,-
2293,axial,1,3,3,-,-
2294,axial,1,1,1,1,-
2295,axial,1,0,7,1,2
2296,axial,2,-1,9,-,-
2297,axial,3,6,2,-2,-
2298,axial,7,5,-1,4,-
2299,axial,5,7,-1,-1,-
2300,axial,3,4,4,1,-
2301,smd,474,-,-,-,-
2302,axial,7,3,-2,2,-
2303,axial,1,1,8,-1,-
2304,axial,5,1,3,-2,-
2305,axial,2,0,2,2,-
2306,smd,512,-,-,-,-
2307,axial,6,2,2,4,-
2308,axial,2,4,2,-,-
2309,axial,2,2,5,9,-
2310,axial,-2,1,0,-1,-
2311,smd,021,-,-,-,-
2312,axial,4,7,2,4,-
2313,smd,9948,-,-,-,-
2314,smd,13R7,-,-,-,-
2315,axial,2,3,0,1,-
2316,smd,2704,-,-,-,-
2317,axial,2,2,4,-2,-
2318,axial,0,2,2,1,-
2319,axial,2,5,5,1,-
2320,axial,1,1,9,4,-
2321,axial,2,7,0,9,-
2322,smd,4754,-,-,-,-
2323,axial,3,3,2,3,1
2324,axial,8,1,-1,8,-
2325,axial,7,4,1,8,-
2326,axial,8,2,1,4,-
2327,axial,2,0,2,1,-
2328,axial,4,0,2,3,2
2329,axial,7,5,1,4,-
2330,smd,7503,-,-,-,-
2331,axial,2,7,0,1,2
2332,axial,8,9,1,5,-2
2333,axial,1,2,4,4,-
2334,axial,1,0,1,-,-
2335,smd,1401,-,-,-,-
2336,axial,1,6,3,4,-
2337,axial,1,0,4,2,-
2338,axial,3,0,4,-1,-
2339,axial,1,5,2,-2,-
2340,axial,4,7,4,9,-
2341,axial,2,6,1,0,2
2342,axial,3,0,3,1,-
2343,axial,1,6,2,4,2
2344,axial,4,7,2,4,-
2345,smd,5623,-,-,-,-
2346,axial,2,4,5,4,-
2347,axial,3,2,2,2,-
2348,axial,3,6,1,-1,-
2349,axial,3,0,4,1,-
2350,axial,4,-1,-1,0,1
2351,axial,1,8,1,-,-
2352,axial,1,3,2,0,1
2353,axial,1,2,0,2,-
2354,axial,-2,3,2,8,9
2355,smd,272,-,-,-,-
2356,axial,9,8,-2,4,4
2357,axial,1,2,1,-1,-
2358,axial,5,1,1,1,-
2359,smd,-,-,-,-,-
2360,smd,14R3,-,-,-,-
2361,axial,2,2,7,2,1
2362,axial,-1,4,-1,3,6
2363,axial,1,6,4,2,-
2364,axial,1,6,0,3,2
2365,axial,8,1,1,0,-
2366,axial,9,4,5,7,-
2367,axial,-2,-2,-1,2,-
2368,smd,1802,-,-,-,-
2369,axial,6,2,1,9,-
2370,axial,2,7,2,-1,-
2371,axial,1,2,7,1,1
2372,axial,1,0,5,9,-
2373,smd,5621,-,-,-,-
2374,smd,3902,-,-,-,-
2375,axial,1,5,1,4,-
2376,smd,1784,-,-,-,-
2377,axial,1,3,9,8,9
2378,axial,2,1,7,7,4
2379,smd,7504,-,-,-,-
2380,axial,2,3,3,2,-
2381,axial,1,5,3,9,-
2382,axial,4,7,2,4,-
2383,axial,4,5,0,2,-
2384,smd,17R8,-,-,-,-
2385,axial,1,2,4,9,-
2386,axial,1,5,5,1,-
2387,axial,1,1,0,3,1
2388,axial,0,3,2,8,-
2389,axial,1,1,0,1,1
2390,axial,2,3,2,1,2
2391,axial,1,2,4,2,-
2392,axial,1,5,2,4,-
2393,axial,3,3,9,4,-
2394,smd,6812,-,-,-,-
2395,axial,4,3,7,4,-
2396,axial,1,1,4,1,-
2397,smd,3743,-,-,-,-
2398,axial,1,0,0,4,1
2399,axial,1,0,-1,8,-
2400,axial,9,8,2,4,-2
2401,axial,3,6,2,-1,-
2402,axial,2,2,6,1,1
2403,axial,1,1,9,1,-
2404,axial,5,1,1,1,-
2405,axial,7,7,9,9,-2
2406,smd,1088,-,-,-,-
2407,axial,3,4,3,1,-
2408,axial,2,7,4,-1,1
2409,axial,-2,8,3,8,6
2410,axial,1,6,0,1,1
2411,smd,8874,-,-,-,-
2412,axial,8,-2,9,-,-
2413,axial,3,3,2,3,2
2414,axial,1,2,4,4,2
2415,axial,1,1,9,4,-
2416,axial,4,7,4,4,-
2417,axial,2,2,5,8,-
2418,axial,9,8,4,8,1
2419,axial,4,3,2,3,2
2420,axial,1,1,3,2,-
2421,axial,2,1,6,4,2
2422,axial,8,1,-2,-1,-2
2423,axial,4,3,4,4,-
2424,axial,2,4,1,9,-
2425,smd,4874,-,-,-,-
2426,smd,8064,-,-,-,-
2427,smd,275,-,-,-,-
2428,axial,1,1,9,9,-
2429,axial,1,4,8,4,-
2430,axial,4,1,9,3,-
2431,axial,4,5,0,1,-
2432,axial,2,2,1,4,1
2433,axial,4,3,5,9,-
2434,axial,2,2,9,4,-
2435,smd,1023,-,-,-,-
2436,axial,3,0,4,1,-
2437,axial,4,1,1,9,-
2438,axial,5,6,0,-1,-
2439,smd,1524,-,-,-,-
2440,axial,3,3,-2,-1,-
2441,smd,128,-,-,-,-
2442,axial,3,2,4,2,2
2443,axial,6,4,4,2,-
2444,smd,-,-,-,-,-
2445,axial,8,-2,-2,1,1
2446,axial,4,7,1,-1,-
2447,axial,9,-2,1,1,8
2448,smd,1424,-,-,-,-
2449,axial,5,3,6,4,1
2450,axial,1,1,4,4,-
2451,axial,7,7,-2,1,-
2452,axial,4,3,6,1,-
2453,axial,2,6,1,9,-
2454,axial,6,4,9,8,8
2455,axial,4,0,2,0,2
2456,axial,2,3,7,3,2
2457,axial,2,7,-1,-1,-
2458,axial,1,0,1,-1,-
2459,axial,1,4,6,7,5
2460,axial,4,4,2,6,-
2461,axial,9,1,5,9,9
2462,axial,9,4,2,6,-
2463,smd,1600,-,-,-,-
2464,smd,431,-,-,-,-
2465,axial,4,5,1,1,-
2466,axial,4,7,5,-2,-
2467,axial,8,8,8,9,-
2468,axial,5,6,5,4,-
2469,axial,8,-2,4,8,-2
2470,smd,15R8,-,-,-,-
2471,axial,2,4,2,1,-
2472,axial,2,4,6,1,5
2473,axial,4,7,2,-2,-
2474,smd,5901,-,-,-,-
2475,smd,8022,-,-,-,-
2476,axial,1,0,-1,-,-
2477,smd,-,-,-,-,-
2478,axial,3,4,4,1,-
2479,axial,2,0,1,-1,-
2480,axial,5,6,1,8,-
2481,axial,6,4,2,2,-
2482,axial,2,7,0,3,2
2483,axial,2,2,0,0,2
2484,axial,2,-1,4,2,1
2485,axial,4,7,7,1,-
2486,axial,2,6,7,1,1
2487,axial,0,1,3,0,9
2488,axial,1,4,5,-2,-
2489,axial,1,5,4,4,2
2490,axial,1,9,1,-2,-
2491,axial,6,1,3,1,-
2492,axial,6,4,4,9,-
2493,axial,1,3,4,8,-
2494,axial,1,0,4,7,2
2495,axial,8,1,3,-2,-2
2496,axial,2,5,0,1,-
2497,axial,3,6,5,3,1
2498,axial,5,4,1,2,-
2499,axial,2,8,0,8,-2
2500,axial,1,1,5,-2,-
2501,axial,1,1,9,4,-
2502,axial,6,2,4,4,-
2503,axial,5,6,5,-2,-
2504,axial,4,8,3,2,-
2505,smd,111,-,-,-,-
2506,axial,3,6,0,4,-
2507,axial,2,0,4,-1,2
2508,axial,1,0,2,2,-
2509,axial,8,1,1,8,8
2510,axial,4,1,2,3,2
2511,axial,1,6,2,4,2
2512,axial,5,6,1,4,-
2513,axial,0,6,4,1,-
2514,smd,4122,-,-,-,-
2515,axial,1,7,4,-1,-
2516,axial,1,5,0,0,1
2517,axial,8,8,-,-,-
2518,axial,1,4,0,1,1
2519,axial,7,7,1,1,-
2520,smd,153,-,-,-,-
2521,axial,2,4,1,1,-
2522,axial,2,7,4,-2,-
2523,axial,1,5,1,2,-1
2524,axial,1,2,4,8,-
2525,smd,28R0,-,-,-,-
2526,axial,8,1,8,9,6
2527,axial,1,1,4,-,-
2528,axial,2,5,7,9,-
2529,axial,2,2,5,-1,-
2530,smd,560,-,-,-,-
2531,smd,3304,-,-,-,-
2532,smd,105,-,-,-,-
2533,axial,5,1,1,1,2
2534,smd,683,-,-,-,-
2535,smd,682,-,-,-,-
2536,axial,2,7,0,2,2
2537,smd,1791,-,-,-,-
2538,axial,5,6,6,2,-
2539,axial,1,0,2,-2,-
2540,smd,301,-,-,-,-
2541,axial,6,1,4,1,-
2542,axial,1,5,0,9,-
2543,axial,1,8,1,1,-
2544,axial,4,7,-1,-2,-
2545,smd,333,-,-,-,-
2546,axial,4,4,-2,4,-
2547,axial,3,3,0,-1,-
2548,axial,8,-1,5,1,-
2549,axial,0,2,2,2,-
2550,smd,514,-,-,-,-
2551,smd,791,-,-,-,-
2552,axial,4,4,2,0,1
2553,axial,3,8,4,8,9
2554,axial,2,0,0,1,2
2555,axial,7,5,0,2,1
2556,axial,3,0,2,-2,-
2557,axial,5,1,1,1,-
2558,axial,4,5,0,2,-
2559,axial,5,6,0,9,-
2560,axial,1,3,3,1,-
2561,axial,1,0,5,4,-
2562,axial,5,6,2,3,2
2563,axial,2,3,1,2,-
2564,axial,5,0,1,1,-
2565,axial,1,6,5,-,-
2566,axial,4,1,1,1,-
2567,axial,1,3,3,4,2
2568,axial,1,6,2,1,-
2569,axial,1,0,7,4,1
2570,axial,1,2,5,-2,-
2571,axial,8,-2,3,9,3
2572,axial,1,6,4,2,-
2573,smd,564,-,-,-,-
2574,smd,4644,-,-,-,-
2575,axial,3,6,0,-1,-
2576,axial,1,3,4,2,-
2577,axial,4,1,2,-1,-
2578,axial,2,2,-2,-1,-
2579,axial,1,1,9,4,-
2580,axial,1,2,7,2,-
2581,smd,2804,-,-,-,-
2582,axial,-2,-2,-2,9,2
2583,axial,7,5,0,3,2
2584,axial,1,2,0,8,-
2585,axial,0,0,8,1,-
2586,smd,124,-,-,-,-
2587,axial,4,0,2,4,2
2588,axial,1,0,5,4,2
2589,axial,1,0,0,-1,-
2590,axial,1,0,5,2,2
2591,axial,7,6,1,1,-
2592,smd,1213,-,-,-,-
2593,axial,1,2,3,4,-
2594,axial,8,9,9,-2,-
2595,axial,7,5,2,-1,-
2596,axial,2,7,1,4,-
2597,axial,1,7,4,1,-
2598,axial,0,2,4,-1,2
2599,axial,8,-2,-2,9,9
2600,axial,1,0,2,-1,-
2601,axial,5,1,5,-2,-
2602,axial,7,5,4,9,-
2603,axial,5,8,-1,8,-2
2604,axial,2,0,3,1,-
2605,axial,5,6,3,-1,-
2606,axial,8,-1,1,-,-
2607,axial,1,0,1,-1,-
2608,axial,1,4,1,0,2
2609,axial,1,0,5,1,1
2610,smd,5493,-,-,-,-
2611,axial,2,4,4,4,-
2612,axial,1,8,4,4,-
2613,axial,2,7,2,2,1
2614,axial,8,2,1,-2,-2
2615,axial,4,5,7,2,-
2616,axial,1,0,0,1,2
2617,axial,8,-2,-,-,-
2618,smd,200,-,-,-,-
2619,axial,3,3,3,4,-
2620,axial,1,2,4,1,1
2621,axial,4,7,4,9,-
2622,axial,7,4,1,1,-
2623,axial,2,4,2,-,-
2624,axial,2,3,3,2,-
2625,axial,7,5,3,4,-
2626,axial,1,1,2,4,-
2627,axial,4,4,4,1,-
2628,axial,4,2,2,0,1
2629,axial,1,-1,0,1,-
